x0b,x0w,x1b,x1w,x2b,x2w,x3b,x3w,x4b,x4w,x5b,x5w,x6b,x6w,x7b,x7w,x8b,x8w,x9b,x9w,x10b,x10w,x11b,x11w,x12b,x12w,x13b,x13w,x14b,x14w,x15b,x15w,x16b,x16w
-1.02,1.02,-1.81,1.81,-0.06,0.06,0.28,-0.28,11.44,-11.44,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.37,0.37,0.67,-0.67,-8.42,8.42,7.56,-7.56,6.14,-6.14
-1.02,1.02,-1.81,1.81,-0.06,0.06,0.28,-0.28,11.44,-11.44,-9.71,9.71,-3.39,3.39,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.67,-0.67,-8.42,8.42,7.56,-7.56,6.14,-6.14
-1.02,1.02,-2.37,2.37,-0.06,0.06,0.28,-0.28,11.44,-11.44,-9.71,9.71,-1.83,1.83,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.67,-0.67,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.06,0.06,0.28,-0.28,11.44,-11.44,-9.71,9.71,-1.83,1.83,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.67,-0.67,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.06,0.06,0.28,-0.28,11.17,-11.17,-9.71,9.71,-1.83,1.83,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.67,-0.67,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.06,0.06,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.33,3.33,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.67,-0.67,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.06,0.06,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.33,3.33,0.01,-0.01,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.06,0.06,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.33,3.33,1.16,-1.16,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.52,0.52,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.33,3.33,1.16,-1.16,-9.73,9.73,-2.85,2.85,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.52,0.52,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.16,-1.16,-9.73,9.73,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.52,0.52,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.16,-1.16,-9.73,9.73,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-1.02,1.02,-2.37,2.37,-0.54,0.54,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.16,-1.16,-9.73,9.73,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.54,0.54,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.16,-1.16,-9.73,9.73,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.28,-0.28,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.16,-1.16,-9.16,9.16,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.64,-7.64,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.52,-0.52,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.16,-1.16,-9.16,9.16,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.52,-0.52,11.53,-11.53,-8.75,8.75,-3.3,3.3,1.16,-1.16,-9.16,9.16,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.52,-0.52,11.53,-11.53,-8.75,8.75,-3.3,3.3,1.16,-1.16,-9.16,9.16,-3.19,3.19,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.52,-0.52,11.53,-11.53,-9.71,9.71,-3.3,3.3,0.89,-0.89,-10.11,10.11,-2.98,2.98,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.52,-0.52,11.53,-11.53,-9.71,9.71,-3.3,3.3,1.02,-1.02,-10.11,10.11,-2.98,2.98,-1.12,1.12,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,10.46,-10.46,-9.71,9.71,-3.3,3.3,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,10.46,-10.46,-9.71,9.71,-3.61,3.61,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.51,-12.51,-9.71,9.71,-3.61,3.61,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.51,-12.51,-9.71,9.71,-3.61,3.61,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.51,-12.51,-9.71,9.71,-3.61,3.61,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.61,0.61,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.51,-12.51,-9.71,9.71,-2.3,2.3,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.53,0.53,0.4,-0.4,-8.42,8.42,7.56,-7.56,6.42,-6.42
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.93,-12.93,-9.71,9.71,-2.3,2.3,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,-1.64,1.64,-0.53,0.53,0.4,-0.4,-8.42,8.42,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.93,-12.93,-9.71,9.71,-2.3,2.3,-2.09,2.09,-10.11,10.11,-2.98,2.98,-1.34,1.34,4.76,-4.76,-0.53,0.53,0.4,-0.4,-8.42,8.42,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.93,-12.93,-9.71,9.71,-2.3,2.3,-1.99,1.99,-10.11,10.11,-2.98,2.98,-0.99,0.99,4.76,-4.76,-0.53,0.53,0.4,-0.4,-8.42,8.42,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.32,-0.32,12.93,-12.93,-9.71,9.71,-2.3,2.3,-1.99,1.99,-10.11,10.11,-2.98,2.98,-0.99,0.99,4.76,-4.76,-0.53,0.53,0.4,-0.4,-8.42,8.42,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.27,-0.27,12.93,-12.93,-9.71,9.71,-2.3,2.3,-1.99,1.99,-10.11,10.11,-3.23,3.23,-0.99,0.99,4.76,-4.76,-0.53,0.53,0.4,-0.4,-8.42,8.42,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.27,-0.27,13.08,-13.08,-9.71,9.71,-2.3,2.3,-1.99,1.99,-10.11,10.11,-3.23,3.23,-0.99,0.99,4.76,-4.76,-0.53,0.53,0.31,-0.31,-8.42,8.42,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.27,-0.27,13.08,-13.08,-9.71,9.71,-2.3,2.3,-1.99,1.99,-10.11,10.11,-3.23,3.23,-0.97,0.97,4.76,-4.76,-0.53,0.53,0.31,-0.31,-8.33,8.33,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.72,0.72,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.3,2.3,-1.99,1.99,-10.11,10.11,-3.23,3.23,-0.97,0.97,4.76,-4.76,-0.53,0.53,0.31,-0.31,-8.33,8.33,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.3,2.3,-1.99,1.99,-9.16,9.16,-3.23,3.23,-0.97,0.97,4.76,-4.76,-0.54,0.54,0.25,-0.25,-8.33,8.33,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-3.35,3.35,-2.06,2.06,-9.16,9.16,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.54,0.54,0.25,-0.25,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-3.35,3.35,-2.06,2.06,-9.16,9.16,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.06,2.06,-8.9,8.9,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.23,3.23,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.31,-1.31,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.44,-1.44,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.44,-1.44,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.44,-1.44,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,1.44,-1.44,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,13.08,-13.08,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,12.79,-12.79,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-2.9,2.9,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.68,0.68,0.4,-0.4,12.79,-12.79,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.4,-0.4,13.64,-13.64,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.4,-0.4,13.64,-13.64,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-5.69,5.69,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.4,-0.4,13.64,-13.64,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-6.18,6.18,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.4,-0.4,13.64,-13.64,-9.71,9.71,-2.14,2.14,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-6.18,6.18,7.56,-7.56,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.64,-13.64,-9.71,9.71,-3.83,3.83,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,3.0,-3.0,-6.18,6.18,8.0,-8.0,6.65,-6.65
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.64,-13.64,-9.71,9.71,-3.83,3.83,-2.14,2.14,-8.9,8.9,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,6.65,-6.65
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,12.5,-12.5,-8.75,8.75,-3.83,3.83,-2.14,2.14,-9.66,9.66,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,6.65,-6.65
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,12.5,-12.5,-8.75,8.75,-4.54,4.54,-2.14,2.14,-9.66,9.66,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,6.65,-6.65
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-4.54,4.54,-2.14,2.14,-9.66,9.66,-3.15,3.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,6.65,-6.65
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-4.54,4.54,-2.14,2.14,-9.66,9.66,-2.15,2.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,6.65,-6.65
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-6.82,6.82,-2.14,2.14,-9.67,9.67,-2.15,2.15,-0.97,0.97,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-6.82,6.82,-2.14,2.14,-9.67,9.67,-2.15,2.15,-0.61,0.61,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-6.82,6.82,-2.14,2.14,-9.67,9.67,-2.15,2.15,-0.61,0.61,4.71,-4.71,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,8.46,-8.46
-0.99,0.99,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-6.82,6.82,-2.14,2.14,-9.67,9.67,-2.15,2.15,-0.61,0.61,3.75,-3.75,-0.72,0.72,2.56,-2.56,-6.18,6.18,8.0,-8.0,8.46,-8.46
0.65,-0.65,-2.37,2.37,-0.81,0.81,0.48,-0.48,13.36,-13.36,-8.75,8.75,-6.82,6.82,-2.14,2.14,-9.67,9.67,-2.15,2.15,-0.61,0.61,3.75,-3.75,-0.72,0.72,2.96,-2.96,-6.18,6.18,8.0,-8.0,8.46,-8.46
0.81,-0.81,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-2.15,2.15,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.96,-2.96,-6.18,6.18,8.0,-8.0,8.46,-8.46
0.81,-0.81,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-2.15,2.15,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,8.0,-8.0,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-3.55,3.55,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,8.0,-8.0,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-3.55,3.55,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,8.0,-8.0,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-3.55,3.55,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,8.0,-8.0,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-3.55,3.55,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,8.0,-8.0,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-6.82,6.82,-2.61,2.61,-9.67,9.67,-3.55,3.55,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,8.0,-8.0,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.67,9.67,-3.39,3.39,-0.61,0.61,3.75,-3.75,-0.69,0.69,2.97,-2.97,-6.18,6.18,6.51,-6.51,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,13.36,-13.36,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.67,9.67,-3.39,3.39,-0.61,0.61,6.67,-6.67,-0.69,0.69,2.97,-2.97,-4.53,4.53,6.51,-6.51,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,12.51,-12.51,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.67,9.67,-3.39,3.39,-0.61,0.61,7.29,-7.29,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,12.51,-12.51,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.67,9.67,-3.39,3.39,-0.61,0.61,7.29,-7.29,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,8.46,-8.46
2.88,-2.88,-2.37,2.37,-0.81,0.81,0.45,-0.45,15.38,-15.38,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.67,9.67,-3.39,3.39,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,8.46,-8.46
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.67,9.67,-3.39,3.39,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,6.69,-6.69
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.13,9.13,-3.39,3.39,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,6.69,-6.69
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-7.01,7.01,-2.61,2.61,-9.13,9.13,-3.39,3.39,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,6.69,-6.69
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-9.13,9.13,-4.37,4.37,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,6.51,-6.51,6.69,-6.69
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-9.13,9.13,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,8.69,-8.69,6.69,-6.69
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-9.13,9.13,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,8.69,-8.69,8.02,-8.02
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-9.13,9.13,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,8.69,-8.69,8.02,-8.02
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-9.13,9.13,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,8.69,-8.69,8.02,-8.02
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-9.13,9.13,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,8.69,-8.69,6.64,-6.64
1.12,-1.12,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-9.15,9.15,-6.52,6.52,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,5.35,-5.35,8.56,-8.56
2.29,-2.29,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-8.24,8.24,-6.52,6.52,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,5.35,-5.35,8.56,-8.56
2.29,-2.29,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.96,-2.96,-4.53,4.53,5.35,-5.35,8.56,-8.56
2.29,-2.29,-2.37,2.37,-0.81,0.81,-0.18,0.18,15.38,-15.38,-8.24,8.24,-13.0,13.0,-2.61,2.61,-10.16,10.16,-1.8,1.8,-0.61,0.61,7.37,-7.37,-0.69,0.69,2.69,-2.69,-4.53,4.53,5.35,-5.35,8.56,-8.56
